Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","356","India","50009","Iron content of imports (mg/capita/day)","0113","Rice","2012","2012","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50010","Magnesium content of imports (mg/capita/day)","0113","Rice","2012","2012","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50011","Phosphorus content of imports (mg/capita/day)","0113","Rice","2012","2012","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50012","Potassium content of imports (mg/capita/day)","0113","Rice","2012","2012","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50014","Zinc content of imports (mg/capita/day)","0113","Rice","2012","2012","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50016","Vitamin A (RE) content of imports (mcg/capita/day)","0113","Rice","2012","2012","μg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50017","Vitamin A (RAE) content of imports (mcg/capita/day)","0113","Rice","2012","2012","μg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50020","Thiamin content of imports (mg/capita/day)","0113","Rice","2012","2012","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50021","Riboflavin content of imports (mg/capita/day)","0113","Rice","2012","2012","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50028","Vitamin C content of imports (mg/capita/day)","0113","Rice","2012","2012","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66002","Energy content of exports (kcal/capita/day)","0113","Rice","2012","2012","Kcal","1.44","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66003","Protein content of exports (g/capita/day)","0113","Rice","2012","2012","g","0.03","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66004","Fat content of exports (g/capita/day)","0113","Rice","2012","2012","g","0.01","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66005","Carbohydrate, available, content of exports (g/capita/day)","0113","Rice","2012","2012","g","0.3","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66006","Dietary fibre content of exports (g/capita/day)","0113","Rice","2012","2012","g","0.02","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66008","Calcium content of exports (mg/capita/day)","0113","Rice","2012","2012","mg","0.09","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66009","Iron content of exports (mg/capita/day)","0113","Rice","2012","2012","mg","0.01","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66010","Magnesium content of exports (mg/capita/day)","0113","Rice","2012","2012","mg","0.44","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66011","Phosphorus content of exports (mg/capita/day)","0113","Rice","2012","2012","mg","1.02","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66012","Potassium content of exports (mg/capita/day)","0113","Rice","2012","2012","mg","0.95","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66014","Zinc content of exports (mg/capita/day)","0113","Rice","2012","2012","mg","0.01","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66016","Vitamin A (RE) content of exports (mcg/capita/day)","0113","Rice","2012","2012","μg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66017","Vitamin A (RAE) content of exports (mcg/capita/day)","0113","Rice","2012","2012","μg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66020","Thiamin content of exports (mg/capita/day)","0113","Rice","2012","2012","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66021","Riboflavin content of exports (mg/capita/day)","0113","Rice","2012","2012","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66028","Vitamin C content of exports (mg/capita/day)","0113","Rice","2012","2012","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","0113","Rice","2013","2013","t","2","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","356","India","5622","Import value","0113","Rice","2013","2013","1000 USD","2","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0113","Rice","2013","2013","t","241330","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0113","Rice","2013","2013","1000 USD","83180","A","Official figure",""
"TCL","Crops and livestock products","356","India","50002","Energy content of imports (kcal/capita/day)","0113","Rice","2013","2013","Kcal","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50003","Protein content of imports (g/capita/day)","0113","Rice","2013","2013","g","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50004","Fat content of imports (g/capita/day)","0113","Rice","2013","2013","g","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50005","Carbohydrate, available, content of imports (g/capita/day)","0113","Rice","2013","2013","g","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50006","Dietary fibre content of imports (g/capita/day)","0113","Rice","2013","2013","g","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50008","Calcium content of imports (mg/capita/day)","0113","Rice","2013","2013","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50009","Iron content of imports (mg/capita/day)","0113","Rice","2013","2013","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50010","Magnesium content of imports (mg/capita/day)","0113","Rice","2013","2013","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50011","Phosphorus content of imports (mg/capita/day)","0113","Rice","2013","2013","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50012","Potassium content of imports (mg/capita/day)","0113","Rice","2013","2013","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50014","Zinc content of imports (mg/capita/day)","0113","Rice","2013","2013","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50016","Vitamin A (RE) content of imports (mcg/capita/day)","0113","Rice","2013","2013","μg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50017","Vitamin A (RAE) content of imports (mcg/capita/day)","0113","Rice","2013","2013","μg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50020","Thiamin content of imports (mg/capita/day)","0113","Rice","2013","2013","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50021","Riboflavin content of imports (mg/capita/day)","0113","Rice","2013","2013","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50028","Vitamin C content of imports (mg/capita/day)","0113","Rice","2013","2013","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66002","Energy content of exports (kcal/capita/day)","0113","Rice","2013","2013","Kcal","1.37","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66003","Protein content of exports (g/capita/day)","0113","Rice","2013","2013","g","0.03","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66004","Fat content of exports (g/capita/day)","0113","Rice","2013","2013","g","0.01","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66005","Carbohydrate, available, content of exports (g/capita/day)","0113","Rice","2013","2013","g","0.29","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66006","Dietary fibre content of exports (g/capita/day)","0113","Rice","2013","2013","g","0.02","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66008","Calcium content of exports (mg/capita/day)","0113","Rice","2013","2013","mg","0.09","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66009","Iron content of exports (mg/capita/day)","0113","Rice","2013","2013","mg","0.01","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66010","Magnesium content of exports (mg/capita/day)","0113","Rice","2013","2013","mg","0.41","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66011","Phosphorus content of exports (mg/capita/day)","0113","Rice","2013","2013","mg","0.97","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66012","Potassium content of exports (mg/capita/day)","0113","Rice","2013","2013","mg","0.9","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66014","Zinc content of exports (mg/capita/day)","0113","Rice","2013","2013","mg","0.01","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66016","Vitamin A (RE) content of exports (mcg/capita/day)","0113","Rice","2013","2013","μg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66017","Vitamin A (RAE) content of exports (mcg/capita/day)","0113","Rice","2013","2013","μg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66020","Thiamin content of exports (mg/capita/day)","0113","Rice","2013","2013","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66021","Riboflavin content of exports (mg/capita/day)","0113","Rice","2013","2013","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66028","Vitamin C content of exports (mg/capita/day)","0113","Rice","2013","2013","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","0113","Rice","2014","2014","t","201.69","A","Official figure",""
"TCL","Crops and livestock products","356","India","5622","Import value","0113","Rice","2014","2014","1000 USD","126","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0113","Rice","2014","2014","t","181609.74","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0113","Rice","2014","2014","1000 USD","62302","A","Official figure",""
"TCL","Crops and livestock products","356","India","50002","Energy content of imports (kcal/capita/day)","0113","Rice","2014","2014","Kcal","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50003","Protein content of imports (g/capita/day)","0113","Rice","2014","2014","g","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50004","Fat content of imports (g/capita/day)","0113","Rice","2014","2014","g","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50005","Carbohydrate, available, content of imports (g/capita/day)","0113","Rice","2014","2014","g","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50006","Dietary fibre content of imports (g/capita/day)","0113","Rice","2014","2014","g","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50008","Calcium content of imports (mg/capita/day)","0113","Rice","2014","2014","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50009","Iron content of imports (mg/capita/day)","0113","Rice","2014","2014","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50010","Magnesium content of imports (mg/capita/day)","0113","Rice","2014","2014","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50011","Phosphorus content of imports (mg/capita/day)","0113","Rice","2014","2014","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50012","Potassium content of imports (mg/capita/day)","0113","Rice","2014","2014","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50014","Zinc content of imports (mg/capita/day)","0113","Rice","2014","2014","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50016","Vitamin A (RE) content of imports (mcg/capita/day)","0113","Rice","2014","2014","μg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50017","Vitamin A (RAE) content of imports (mcg/capita/day)","0113","Rice","2014","2014","μg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50020","Thiamin content of imports (mg/capita/day)","0113","Rice","2014","2014","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50021","Riboflavin content of imports (mg/capita/day)","0113","Rice","2014","2014","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50028","Vitamin C content of imports (mg/capita/day)","0113","Rice","2014","2014","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66002","Energy content of exports (kcal/capita/day)","0113","Rice","2014","2014","Kcal","1.02","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66003","Protein content of exports (g/capita/day)","0113","Rice","2014","2014","g","0.02","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66004","Fat content of exports (g/capita/day)","0113","Rice","2014","2014","g","0.01","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66005","Carbohydrate, available, content of exports (g/capita/day)","0113","Rice","2014","2014","g","0.21","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66006","Dietary fibre content of exports (g/capita/day)","0113","Rice","2014","2014","g","0.01","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66008","Calcium content of exports (mg/capita/day)","0113","Rice","2014","2014","mg","0.06","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66009","Iron content of exports (mg/capita/day)","0113","Rice","2014","2014","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66010","Magnesium content of exports (mg/capita/day)","0113","Rice","2014","2014","mg","0.31","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66011","Phosphorus content of exports (mg/capita/day)","0113","Rice","2014","2014","mg","0.72","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66012","Potassium content of exports (mg/capita/day)","0113","Rice","2014","2014","mg","0.67","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66014","Zinc content of exports (mg/capita/day)","0113","Rice","2014","2014","mg","0.01","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66016","Vitamin A (RE) content of exports (mcg/capita/day)","0113","Rice","2014","2014","μg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66017","Vitamin A (RAE) content of exports (mcg/capita/day)","0113","Rice","2014","2014","μg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66020","Thiamin content of exports (mg/capita/day)","0113","Rice","2014","2014","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66021","Riboflavin content of exports (mg/capita/day)","0113","Rice","2014","2014","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66028","Vitamin C content of exports (mg/capita/day)","0113","Rice","2014","2014","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0113","Rice","2015","2015","t","200212.4","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0113","Rice","2015","2015","1000 USD","72982","A","Official figure",""
"TCL","Crops and livestock products","356","India","66002","Energy content of exports (kcal/capita/day)","0113","Rice","2015","2015","Kcal","1.11","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66003","Protein content of exports (g/capita/day)","0113","Rice","2015","2015","g","0.02","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66004","Fat content of exports (g/capita/day)","0113","Rice","2015","2015","g","0.01","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66005","Carbohydrate, available, content of exports (g/capita/day)","0113","Rice","2015","2015","g","0.23","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66006","Dietary fibre content of exports (g/capita/day)","0113","Rice","2015","2015","g","0.01","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66008","Calcium content of exports (mg/capita/day)","0113","Rice","2015","2015","mg","0.07","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66009","Iron content of exports (mg/capita/day)","0113","Rice","2015","2015","mg","0.01","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66010","Magnesium content of exports (mg/capita/day)","0113","Rice","2015","2015","mg","0.33","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66011","Phosphorus content of exports (mg/capita/day)","0113","Rice","2015","2015","mg","0.79","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66012","Potassium content of exports (mg/capita/day)","0113","Rice","2015","2015","mg","0.73","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66014","Zinc content of exports (mg/capita/day)","0113","Rice","2015","2015","mg","0.01","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66016","Vitamin A (RE) content of exports (mcg/capita/day)","0113","Rice","2015","2015","μg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66017","Vitamin A (RAE) content of exports (mcg/capita/day)","0113","Rice","2015","2015","μg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66020","Thiamin content of exports (mg/capita/day)","0113","Rice","2015","2015","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66021","Riboflavin content of exports (mg/capita/day)","0113","Rice","2015","2015","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66028","Vitamin C content of exports (mg/capita/day)","0113","Rice","2015","2015","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","0113","Rice","2016","2016","t","13.99","A","Official figure",""
"TCL","Crops and livestock products","356","India","5622","Import value","0113","Rice","2016","2016","1000 USD","13","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0113","Rice","2016","2016","t","103803.11","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0113","Rice","2016","2016","1000 USD","47058","A","Official figure",""
"TCL","Crops and livestock products","356","India","50002","Energy content of imports (kcal/capita/day)","0113","Rice","2016","2016","Kcal","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50003","Protein content of imports (g/capita/day)","0113","Rice","2016","2016","g","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50004","Fat content of imports (g/capita/day)","0113","Rice","2016","2016","g","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50005","Carbohydrate, available, content of imports (g/capita/day)","0113","Rice","2016","2016","g","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50006","Dietary fibre content of imports (g/capita/day)","0113","Rice","2016","2016","g","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50008","Calcium content of imports (mg/capita/day)","0113","Rice","2016","2016","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50009","Iron content of imports (mg/capita/day)","0113","Rice","2016","2016","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50010","Magnesium content of imports (mg/capita/day)","0113","Rice","2016","2016","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50011","Phosphorus content of imports (mg/capita/day)","0113","Rice","2016","2016","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50012","Potassium content of imports (mg/capita/day)","0113","Rice","2016","2016","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50014","Zinc content of imports (mg/capita/day)","0113","Rice","2016","2016","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50016","Vitamin A (RE) content of imports (mcg/capita/day)","0113","Rice","2016","2016","μg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50017","Vitamin A (RAE) content of imports (mcg/capita/day)","0113","Rice","2016","2016","μg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50020","Thiamin content of imports (mg/capita/day)","0113","Rice","2016","2016","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50021","Riboflavin content of imports (mg/capita/day)","0113","Rice","2016","2016","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50028","Vitamin C content of imports (mg/capita/day)","0113","Rice","2016","2016","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66002","Energy content of exports (kcal/capita/day)","0113","Rice","2016","2016","Kcal","0.57","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66003","Protein content of exports (g/capita/day)","0113","Rice","2016","2016","g","0.01","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66004","Fat content of exports (g/capita/day)","0113","Rice","2016","2016","g","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66005","Carbohydrate, available, content of exports (g/capita/day)","0113","Rice","2016","2016","g","0.12","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66006","Dietary fibre content of exports (g/capita/day)","0113","Rice","2016","2016","g","0.01","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66008","Calcium content of exports (mg/capita/day)","0113","Rice","2016","2016","mg","0.04","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66009","Iron content of exports (mg/capita/day)","0113","Rice","2016","2016","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66010","Magnesium content of exports (mg/capita/day)","0113","Rice","2016","2016","mg","0.17","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66011","Phosphorus content of exports (mg/capita/day)","0113","Rice","2016","2016","mg","0.4","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66012","Potassium content of exports (mg/capita/day)","0113","Rice","2016","2016","mg","0.37","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66014","Zinc content of exports (mg/capita/day)","0113","Rice","2016","2016","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66016","Vitamin A (RE) content of exports (mcg/capita/day)","0113","Rice","2016","2016","μg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66017","Vitamin A (RAE) content of exports (mcg/capita/day)","0113","Rice","2016","2016","μg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66020","Thiamin content of exports (mg/capita/day)","0113","Rice","2016","2016","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66021","Riboflavin content of exports (mg/capita/day)","0113","Rice","2016","2016","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66028","Vitamin C content of exports (mg/capita/day)","0113","Rice","2016","2016","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","0113","Rice","2017","2017","t","4.9","A","Official figure",""
"TCL","Crops and livestock products","356","India","5622","Import value","0113","Rice","2017","2017","1000 USD","9","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0113","Rice","2017","2017","t","167297.36","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0113","Rice","2017","2017","1000 USD","62461","A","Official figure",""
"TCL","Crops and livestock products","356","India","50002","Energy content of imports (kcal/capita/day)","0113","Rice","2017","2017","Kcal","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50003","Protein content of imports (g/capita/day)","0113","Rice","2017","2017","g","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50004","Fat content of imports (g/capita/day)","0113","Rice","2017","2017","g","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50005","Carbohydrate, available, content of imports (g/capita/day)","0113","Rice","2017","2017","g","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50006","Dietary fibre content of imports (g/capita/day)","0113","Rice","2017","2017","g","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50008","Calcium content of imports (mg/capita/day)","0113","Rice","2017","2017","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50009","Iron content of imports (mg/capita/day)","0113","Rice","2017","2017","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50010","Magnesium content of imports (mg/capita/day)","0113","Rice","2017","2017","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50011","Phosphorus content of imports (mg/capita/day)","0113","Rice","2017","2017","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50012","Potassium content of imports (mg/capita/day)","0113","Rice","2017","2017","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50014","Zinc content of imports (mg/capita/day)","0113","Rice","2017","2017","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50016","Vitamin A (RE) content of imports (mcg/capita/day)","0113","Rice","2017","2017","μg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50017","Vitamin A (RAE) content of imports (mcg/capita/day)","0113","Rice","2017","2017","μg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50020","Thiamin content of imports (mg/capita/day)","0113","Rice","2017","2017","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50021","Riboflavin content of imports (mg/capita/day)","0113","Rice","2017","2017","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50028","Vitamin C content of imports (mg/capita/day)","0113","Rice","2017","2017","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66002","Energy content of exports (kcal/capita/day)","0113","Rice","2017","2017","Kcal","0.9","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66003","Protein content of exports (g/capita/day)","0113","Rice","2017","2017","g","0.02","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66004","Fat content of exports (g/capita/day)","0113","Rice","2017","2017","g","0.01","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66005","Carbohydrate, available, content of exports (g/capita/day)","0113","Rice","2017","2017","g","0.19","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66006","Dietary fibre content of exports (g/capita/day)","0113","Rice","2017","2017","g","0.01","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66008","Calcium content of exports (mg/capita/day)","0113","Rice","2017","2017","mg","0.06","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66009","Iron content of exports (mg/capita/day)","0113","Rice","2017","2017","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66010","Magnesium content of exports (mg/capita/day)","0113","Rice","2017","2017","mg","0.27","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66011","Phosphorus content of exports (mg/capita/day)","0113","Rice","2017","2017","mg","0.64","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66012","Potassium content of exports (mg/capita/day)","0113","Rice","2017","2017","mg","0.59","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66014","Zinc content of exports (mg/capita/day)","0113","Rice","2017","2017","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66016","Vitamin A (RE) content of exports (mcg/capita/day)","0113","Rice","2017","2017","μg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66017","Vitamin A (RAE) content of exports (mcg/capita/day)","0113","Rice","2017","2017","μg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66020","Thiamin content of exports (mg/capita/day)","0113","Rice","2017","2017","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66021","Riboflavin content of exports (mg/capita/day)","0113","Rice","2017","2017","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","66028","Vitamin C content of exports (mg/capita/day)","0113","Rice","2017","2017","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","0113","Rice","2018","2018","t","63.43","A","Official figure",""
"TCL","Crops and livestock products","356","India","5622","Import value","0113","Rice","2018","2018","1000 USD","188","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0113","Rice","2018","2018","t","242697.85","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0113","Rice","2018","2018","1000 USD","90732","A","Official figure",""
"TCL","Crops and livestock products","356","India","50002","Energy content of imports (kcal/capita/day)","0113","Rice","2018","2018","Kcal","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50003","Protein content of imports (g/capita/day)","0113","Rice","2018","2018","g","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50004","Fat content of imports (g/capita/day)","0113","Rice","2018","2018","g","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50005","Carbohydrate, available, content of imports (g/capita/day)","0113","Rice","2018","2018","g","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50006","Dietary fibre content of imports (g/capita/day)","0113","Rice","2018","2018","g","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50008","Calcium content of imports (mg/capita/day)","0113","Rice","2018","2018","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50009","Iron content of imports (mg/capita/day)","0113","Rice","2018","2018","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50010","Magnesium content of imports (mg/capita/day)","0113","Rice","2018","2018","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50011","Phosphorus content of imports (mg/capita/day)","0113","Rice","2018","2018","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50012","Potassium content of imports (mg/capita/day)","0113","Rice","2018","2018","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50014","Zinc content of imports (mg/capita/day)","0113","Rice","2018","2018","mg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50016","Vitamin A (RE) content of imports (mcg/capita/day)","0113","Rice","2018","2018","μg","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","50017","Vitamin A (RAE) content of imports (mcg/capita/day)","0113","Rice","2018","2018","μg","0","E","Estimated value",""
