Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","356","India","513","Total Population - Female","3010","Population - Est. & Proj.","2004","2004","1000 No","548226.047","X","Figure from international organizations",""
"OA","Annual population","356","India","551","Rural population","3010","Population - Est. & Proj.","2004","2004","1000 No","800652.72","X","Figure from international organizations",""
"OA","Annual population","356","India","561","Urban population","3010","Population - Est. & Proj.","2004","2004","1000 No","325483.057","X","Figure from international organizations",""
"OA","Annual population","356","India","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 No","1154676.322","X","Figure from international organizations",""
"OA","Annual population","356","India","512","Total Population - Male","3010","Population - Est. & Proj.","2005","2005","1000 No","597426.194","X","Figure from international organizations",""
"OA","Annual population","356","India","513","Total Population - Female","3010","Population - Est. & Proj.","2005","2005","1000 No","557250.128","X","Figure from international organizations",""
"OA","Annual population","356","India","551","Rural population","3010","Population - Est. & Proj.","2005","2005","1000 No","809639.268","X","Figure from international organizations",""
"OA","Annual population","356","India","561","Urban population","3010","Population - Est. & Proj.","2005","2005","1000 No","334479.406","X","Figure from international organizations",""
"OA","Annual population","356","India","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 No","1172878.89","X","Figure from international organizations",""
"OA","Annual population","356","India","512","Total Population - Male","3010","Population - Est. & Proj.","2006","2006","1000 No","606815.988","X","Figure from international organizations",""
"OA","Annual population","356","India","513","Total Population - Female","3010","Population - Est. & Proj.","2006","2006","1000 No","566062.902","X","Figure from international organizations",""
"OA","Annual population","356","India","551","Rural population","3010","Population - Est. & Proj.","2006","2006","1000 No","818387.902","X","Figure from international organizations",""
"OA","Annual population","356","India","561","Urban population","3010","Population - Est. & Proj.","2006","2006","1000 No","343589.817","X","Figure from international organizations",""
"OA","Annual population","356","India","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 No","1190676.021","X","Figure from international organizations",""
"OA","Annual population","356","India","512","Total Population - Male","3010","Population - Est. & Proj.","2007","2007","1000 No","615977.569","X","Figure from international organizations",""
"OA","Annual population","356","India","513","Total Population - Female","3010","Population - Est. & Proj.","2007","2007","1000 No","574698.451","X","Figure from international organizations",""
"OA","Annual population","356","India","551","Rural population","3010","Population - Est. & Proj.","2007","2007","1000 No","826881.86","X","Figure from international organizations",""
"OA","Annual population","356","India","561","Urban population","3010","Population - Est. & Proj.","2007","2007","1000 No","352799.379","X","Figure from international organizations",""
"OA","Annual population","356","India","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 No","1207930.964","X","Figure from international organizations",""
"OA","Annual population","356","India","512","Total Population - Male","3010","Population - Est. & Proj.","2008","2008","1000 No","624851.765","X","Figure from international organizations",""
"OA","Annual population","356","India","513","Total Population - Female","3010","Population - Est. & Proj.","2008","2008","1000 No","583079.198","X","Figure from international organizations",""
"OA","Annual population","356","India","551","Rural population","3010","Population - Est. & Proj.","2008","2008","1000 No","835058.767","X","Figure from international organizations",""
"OA","Annual population","356","India","561","Urban population","3010","Population - Est. & Proj.","2008","2008","1000 No","362088.139","X","Figure from international organizations",""
"OA","Annual population","356","India","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 No","1225524.753","X","Figure from international organizations",""
"OA","Annual population","356","India","512","Total Population - Male","3010","Population - Est. & Proj.","2009","2009","1000 No","633887.203","X","Figure from international organizations",""
"OA","Annual population","356","India","513","Total Population - Female","3010","Population - Est. & Proj.","2009","2009","1000 No","591637.549","X","Figure from international organizations",""
"OA","Annual population","356","India","551","Rural population","3010","Population - Est. & Proj.","2009","2009","1000 No","842864.409","X","Figure from international organizations",""
"OA","Annual population","356","India","561","Urban population","3010","Population - Est. & Proj.","2009","2009","1000 No","371405.723","X","Figure from international organizations",""
"OA","Annual population","356","India","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","1243481.564","X","Figure from international organizations",""
"OA","Annual population","356","India","512","Total Population - Male","3010","Population - Est. & Proj.","2010","2010","1000 No","643098.086","X","Figure from international organizations",""
"OA","Annual population","356","India","513","Total Population - Female","3010","Population - Est. & Proj.","2010","2010","1000 No","600383.478","X","Figure from international organizations",""
"OA","Annual population","356","India","551","Rural population","3010","Population - Est. & Proj.","2010","2010","1000 No","850236.137","X","Figure from international organizations",""
"OA","Annual population","356","India","561","Urban population","3010","Population - Est. & Proj.","2010","2010","1000 No","380744.554","X","Figure from international organizations",""
"OA","Annual population","356","India","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","1261224.954","X","Figure from international organizations",""
"OA","Annual population","356","India","512","Total Population - Male","3010","Population - Est. & Proj.","2011","2011","1000 No","652190.186","X","Figure from international organizations",""
"OA","Annual population","356","India","513","Total Population - Female","3010","Population - Est. & Proj.","2011","2011","1000 No","609034.769","X","Figure from international organizations",""
"OA","Annual population","356","India","551","Rural population","3010","Population - Est. & Proj.","2011","2011","1000 No","857153.804","X","Figure from international organizations",""
"OA","Annual population","356","India","561","Urban population","3010","Population - Est. & Proj.","2011","2011","1000 No","390082.225","X","Figure from international organizations",""
"OA","Annual population","356","India","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","1278674.502","X","Figure from international organizations",""
"OA","Annual population","356","India","512","Total Population - Male","3010","Population - Est. & Proj.","2012","2012","1000 No","661116.668","X","Figure from international organizations",""
"OA","Annual population","356","India","513","Total Population - Female","3010","Population - Est. & Proj.","2012","2012","1000 No","617557.834","X","Figure from international organizations",""
"OA","Annual population","356","India","551","Rural population","3010","Population - Est. & Proj.","2012","2012","1000 No","863513.505","X","Figure from international organizations",""
"OA","Annual population","356","India","561","Urban population","3010","Population - Est. & Proj.","2012","2012","1000 No","399552.347","X","Figure from international organizations",""
"OA","Annual population","356","India","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","1295829.511","X","Figure from international organizations",""
"OA","Annual population","356","India","512","Total Population - Male","3010","Population - Est. & Proj.","2013","2013","1000 No","669876.676","X","Figure from international organizations",""
"OA","Annual population","356","India","513","Total Population - Female","3010","Population - Est. & Proj.","2013","2013","1000 No","625952.834","X","Figure from international organizations",""
"OA","Annual population","356","India","551","Rural population","3010","Population - Est. & Proj.","2013","2013","1000 No","869387.533","X","Figure from international organizations",""
"OA","Annual population","356","India","561","Urban population","3010","Population - Est. & Proj.","2013","2013","1000 No","409174.674","X","Figure from international organizations",""
"OA","Annual population","356","India","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","1312277.191","X","Figure from international organizations",""
"OA","Annual population","356","India","512","Total Population - Male","3010","Population - Est. & Proj.","2014","2014","1000 No","678266.11","X","Figure from international organizations",""
"OA","Annual population","356","India","513","Total Population - Female","3010","Population - Est. & Proj.","2014","2014","1000 No","634011.081","X","Figure from international organizations",""
"OA","Annual population","356","India","551","Rural population","3010","Population - Est. & Proj.","2014","2014","1000 No","874857.621","X","Figure from international organizations",""
"OA","Annual population","356","India","561","Urban population","3010","Population - Est. & Proj.","2014","2014","1000 No","419001.673","X","Figure from international organizations",""
"OA","Annual population","356","India","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","1328024.498","X","Figure from international organizations",""
"OA","Annual population","356","India","512","Total Population - Male","3010","Population - Est. & Proj.","2015","2015","1000 No","686298.736","X","Figure from international organizations",""
"OA","Annual population","356","India","513","Total Population - Female","3010","Population - Est. & Proj.","2015","2015","1000 No","641725.761","X","Figure from international organizations",""
"OA","Annual population","356","India","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 No","879984.521","X","Figure from international organizations",""
"OA","Annual population","356","India","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 No","429069.459","X","Figure from international organizations",""
"OA","Annual population","356","India","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","1343944.296","X","Figure from international organizations",""
"OA","Annual population","356","India","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 No","694417.091","X","Figure from international organizations",""
"OA","Annual population","356","India","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 No","649527.205","X","Figure from international organizations",""
"OA","Annual population","356","India","551","Rural population","3010","Population - Est. & Proj.","2016","2016","1000 No","884779.655","X","Figure from international organizations",""
"OA","Annual population","356","India","561","Urban population","3010","Population - Est. & Proj.","2016","2016","1000 No","439391.699","X","Figure from international organizations",""
"OA","Annual population","356","India","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","1359657.4","X","Figure from international organizations",""
"OA","Annual population","356","India","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 No","702419.096","X","Figure from international organizations",""
"OA","Annual population","356","India","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 No","657238.304","X","Figure from international organizations",""
"OA","Annual population","356","India","551","Rural population","3010","Population - Est. & Proj.","2017","2017","1000 No","889216.746","X","Figure from international organizations",""
"OA","Annual population","356","India","561","Urban population","3010","Population - Est. & Proj.","2017","2017","1000 No","449963.381","X","Figure from international organizations",""
"OA","Annual population","356","India","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","1374659.064","X","Figure from international organizations",""
"OA","Annual population","356","India","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","710050.159","X","Figure from international organizations",""
"OA","Annual population","356","India","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","664608.905","X","Figure from international organizations",""
"OA","Annual population","356","India","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","893272.09","X","Figure from international organizations",""
"OA","Annual population","356","India","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","460779.764","X","Figure from international organizations",""
"OA","Annual population","356","India","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","1389030.312","X","Figure from international organizations",""
"OA","Annual population","356","India","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","717351.064","X","Figure from international organizations",""
"OA","Annual population","356","India","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","671679.248","X","Figure from international organizations",""
"OA","Annual population","356","India","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","896909.218","X","Figure from international organizations",""
"OA","Annual population","356","India","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","471828.295","X","Figure from international organizations",""
"OA","Annual population","356","India","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","1402617.695","X","Figure from international organizations",""
"OA","Annual population","356","India","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","724175.468","X","Figure from international organizations",""
"OA","Annual population","356","India","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","678442.228","X","Figure from international organizations",""
"OA","Annual population","356","India","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","900099.113","X","Figure from international organizations",""
"OA","Annual population","356","India","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","483098.64","X","Figure from international organizations",""
"OA","Annual population","356","India","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","1414203.896","X","Figure from international organizations",""
"OA","Annual population","356","India","512","Total Population - Male","3010","Population - Est. & Proj.","2021","2021","1000 No","729924.103","X","Figure from international organizations",""
"OA","Annual population","356","India","513","Total Population - Female","3010","Population - Est. & Proj.","2021","2021","1000 No","684279.793","X","Figure from international organizations",""
"OA","Annual population","356","India","551","Rural population","3010","Population - Est. & Proj.","2021","2021","1000 No","902833.076","X","Figure from international organizations",""
"OA","Annual population","356","India","561","Urban population","3010","Population - Est. & Proj.","2021","2021","1000 No","494589.933","X","Figure from international organizations",""
"OA","Annual population","356","India","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2022","2022","1000 No","1425423.212","X","Figure from international organizations",""
"OA","Annual population","356","India","512","Total Population - Male","3010","Population - Est. & Proj.","2022","2022","1000 No","735531.456","X","Figure from international organizations",""
"OA","Annual population","356","India","513","Total Population - Female","3010","Population - Est. & Proj.","2022","2022","1000 No","689891.756","X","Figure from international organizations",""
"OA","Annual population","356","India","551","Rural population","3010","Population - Est. & Proj.","2022","2022","1000 No","905110.427","X","Figure from international organizations",""
"OA","Annual population","356","India","561","Urban population","3010","Population - Est. & Proj.","2022","2022","1000 No","506304.869","X","Figure from international organizations",""
"OA","Annual population","356","India","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2023","2023","1000 No","1438069.596","X","Figure from international organizations",""
"OA","Annual population","356","India","512","Total Population - Male","3010","Population - Est. & Proj.","2023","2023","1000 No","741883.264","X","Figure from international organizations",""
"OA","Annual population","356","India","513","Total Population - Female","3010","Population - Est. & Proj.","2023","2023","1000 No","696186.332","X","Figure from international organizations",""
"OA","Annual population","356","India","551","Rural population","3010","Population - Est. & Proj.","2023","2023","1000 No","906919.359","X","Figure from international organizations",""
"OA","Annual population","356","India","561","Urban population","3010","Population - Est. & Proj.","2023","2023","1000 No","518239.122","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1980","1980","1000 No","148950.54","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","512","Total Population - Male","3010","Population - Est. & Proj.","1980","1980","1000 No","74117.302","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","513","Total Population - Female","3010","Population - Est. & Proj.","1980","1980","1000 No","74833.238","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","551","Rural population","3010","Population - Est. & Proj.","1980","1980","1000 No","114888.558","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","561","Urban population","3010","Population - Est. & Proj.","1980","1980","1000 No","32601.807","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1981","1981","1000 No","152485.035","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","512","Total Population - Male","3010","Population - Est. & Proj.","1981","1981","1000 No","75899.883","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","513","Total Population - Female","3010","Population - Est. & Proj.","1981","1981","1000 No","76585.152","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","551","Rural population","3010","Population - Est. & Proj.","1981","1981","1000 No","116532.398","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","561","Urban population","3010","Population - Est. & Proj.","1981","1981","1000 No","34446.442","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1982","1982","1000 No","156052.152","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","512","Total Population - Male","3010","Population - Est. & Proj.","1982","1982","1000 No","77702.584","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","513","Total Population - Female","3010","Population - Est. & Proj.","1982","1982","1000 No","78349.568","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","551","Rural population","3010","Population - Est. & Proj.","1982","1982","1000 No","118033.831","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","561","Urban population","3010","Population - Est. & Proj.","1982","1982","1000 No","36472.434","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1983","1983","1000 No","159651.381","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","512","Total Population - Male","3010","Population - Est. & Proj.","1983","1983","1000 No","79523.573","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","513","Total Population - Female","3010","Population - Est. & Proj.","1983","1983","1000 No","80127.808","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","551","Rural population","3010","Population - Est. & Proj.","1983","1983","1000 No","119457.973","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","561","Urban population","3010","Population - Est. & Proj.","1983","1983","1000 No","38586.37","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1984","1984","1000 No","163251.124","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","512","Total Population - Male","3010","Population - Est. & Proj.","1984","1984","1000 No","81347.153","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","513","Total Population - Female","3010","Population - Est. & Proj.","1984","1984","1000 No","81903.971","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","551","Rural population","3010","Population - Est. & Proj.","1984","1984","1000 No","120772.93","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","561","Urban population","3010","Population - Est. & Proj.","1984","1984","1000 No","40782.653","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1985","1985","1000 No","166776.185","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","512","Total Population - Male","3010","Population - Est. & Proj.","1985","1985","1000 No","83134.84","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","513","Total Population - Female","3010","Population - Est. & Proj.","1985","1985","1000 No","83641.345","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","551","Rural population","3010","Population - Est. & Proj.","1985","1985","1000 No","121962.784","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","561","Urban population","3010","Population - Est. & Proj.","1985","1985","1000 No","43049.412","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1986","1986","1000 No","170175.065","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","512","Total Population - Male","3010","Population - Est. & Proj.","1986","1986","1000 No","84858.256","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","513","Total Population - Female","3010","Population - Est. & Proj.","1986","1986","1000 No","85316.808","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","551","Rural population","3010","Population - Est. & Proj.","1986","1986","1000 No","123012.954","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","561","Urban population","3010","Population - Est. & Proj.","1986","1986","1000 No","45389.071","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1987","1987","1000 No","173511.154","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","512","Total Population - Male","3010","Population - Est. & Proj.","1987","1987","1000 No","86549.349","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","513","Total Population - Female","3010","Population - Est. & Proj.","1987","1987","1000 No","86961.804","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","551","Rural population","3010","Population - Est. & Proj.","1987","1987","1000 No","123928.46","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","561","Urban population","3010","Population - Est. & Proj.","1987","1987","1000 No","47800.457","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1988","1988","1000 No","176855.065","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","512","Total Population - Male","3010","Population - Est. & Proj.","1988","1988","1000 No","88246.621","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","513","Total Population - Female","3010","Population - Est. & Proj.","1988","1988","1000 No","88608.444","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","551","Rural population","3010","Population - Est. & Proj.","1988","1988","1000 No","124713.316","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","561","Urban population","3010","Population - Est. & Proj.","1988","1988","1000 No","50287.6","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1989","1989","1000 No","180201.63","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","512","Total Population - Male","3010","Population - Est. & Proj.","1989","1989","1000 No","89946.117","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","513","Total Population - Female","3010","Population - Est. & Proj.","1989","1989","1000 No","90255.513","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","551","Rural population","3010","Population - Est. & Proj.","1989","1989","1000 No","125385.231","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","561","Urban population","3010","Population - Est. & Proj.","1989","1989","1000 No","52847.992","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1990","1990","1000 No","183501.098","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","512","Total Population - Male","3010","Population - Est. & Proj.","1990","1990","1000 No","91622.838","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","513","Total Population - Female","3010","Population - Est. & Proj.","1990","1990","1000 No","91878.26","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","551","Rural population","3010","Population - Est. & Proj.","1990","1990","1000 No","125945.478","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","561","Urban population","3010","Population - Est. & Proj.","1990","1990","1000 No","55491.343","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1991","1991","1000 No","186778.238","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","512","Total Population - Male","3010","Population - Est. & Proj.","1991","1991","1000 No","93292.561","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","513","Total Population - Female","3010","Population - Est. & Proj.","1991","1991","1000 No","93485.678","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","551","Rural population","3010","Population - Est. & Proj.","1991","1991","1000 No","126252.486","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","561","Urban population","3010","Population - Est. & Proj.","1991","1991","1000 No","58363.493","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1992","1992","1000 No","190043.744","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","512","Total Population - Male","3010","Population - Est. & Proj.","1992","1992","1000 No","94958.354","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","513","Total Population - Female","3010","Population - Est. & Proj.","1992","1992","1000 No","95085.39","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","551","Rural population","3010","Population - Est. & Proj.","1992","1992","1000 No","126360.913","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","561","Urban population","3010","Population - Est. & Proj.","1992","1992","1000 No","61405.173","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1993","1993","1000 No","193305.168","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","512","Total Population - Male","3010","Population - Est. & Proj.","1993","1993","1000 No","96620.149","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","513","Total Population - Female","3010","Population - Est. & Proj.","1993","1993","1000 No","96685.019","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","551","Rural population","3010","Population - Est. & Proj.","1993","1993","1000 No","126346.046","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","561","Urban population","3010","Population - Est. & Proj.","1993","1993","1000 No","64533.477","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1994","1994","1000 No","196591.828","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","512","Total Population - Male","3010","Population - Est. & Proj.","1994","1994","1000 No","98294.845","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","513","Total Population - Female","3010","Population - Est. & Proj.","1994","1994","1000 No","98296.983","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","551","Rural population","3010","Population - Est. & Proj.","1994","1994","1000 No","126193.422","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","561","Urban population","3010","Population - Est. & Proj.","1994","1994","1000 No","67751.85","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1995","1995","1000 No","199888.057","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","512","Total Population - Male","3010","Population - Est. & Proj.","1995","1995","1000 No","99977.595","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","513","Total Population - Female","3010","Population - Est. & Proj.","1995","1995","1000 No","99910.462","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","551","Rural population","3010","Population - Est. & Proj.","1995","1995","1000 No","125904.272","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","561","Urban population","3010","Population - Est. & Proj.","1995","1995","1000 No","71053.577","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1996","1996","1000 No","203204.347","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","512","Total Population - Male","3010","Population - Est. & Proj.","1996","1996","1000 No","101670.729","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","513","Total Population - Female","3010","Population - Est. & Proj.","1996","1996","1000 No","101533.618","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","551","Rural population","3010","Population - Est. & Proj.","1996","1996","1000 No","125476.273","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","561","Urban population","3010","Population - Est. & Proj.","1996","1996","1000 No","74438.558","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1997","1997","1000 No","206536.095","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","512","Total Population - Male","3010","Population - Est. & Proj.","1997","1997","1000 No","103370.364","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","513","Total Population - Female","3010","Population - Est. & Proj.","1997","1997","1000 No","103165.731","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","551","Rural population","3010","Population - Est. & Proj.","1997","1997","1000 No","124928.173","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","561","Urban population","3010","Population - Est. & Proj.","1997","1997","1000 No","77898.292","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1998","1998","1000 No","209826.789","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","512","Total Population - Male","3010","Population - Est. & Proj.","1998","1998","1000 No","105047.42","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","513","Total Population - Female","3010","Population - Est. & Proj.","1998","1998","1000 No","104779.369","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","551","Rural population","3010","Population - Est. & Proj.","1998","1998","1000 No","124266.879","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","561","Urban population","3010","Population - Est. & Proj.","1998","1998","1000 No","81448.665","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1999","1999","1000 No","213004.668","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","512","Total Population - Male","3010","Population - Est. & Proj.","1999","1999","1000 No","106665.885","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","513","Total Population - Female","3010","Population - Est. & Proj.","1999","1999","1000 No","106338.784","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","551","Rural population","3010","Population - Est. & Proj.","1999","1999","1000 No","123515.902","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","561","Urban population","3010","Population - Est. & Proj.","1999","1999","1000 No","85096.654","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","1000 No","216077.79","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","512","Total Population - Male","3010","Population - Est. & Proj.","2000","2000","1000 No","108231.133","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","513","Total Population - Female","3010","Population - Est. & Proj.","2000","2000","1000 No","107846.657","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","551","Rural population","3010","Population - Est. & Proj.","2000","2000","1000 No","122688.942","X","Figure from international organizations",""
"OA","Annual population","360","Indonesia","561","Urban population","3010","Population - Est. & Proj.","2000","2000","1000 No","88851.487","X","Figure from international organizations",""
